Gene_ID	Gene_Name	AML_BDCM	AML_P31_FUJ	AML_PL-21	chondrosarcoma_CAL-78	chondrosarcoma_Hs819.T	chondrosarcoma_SW-1353
ENSG00000021826	CPS1	0.4	0.2		3.0	1.0	4.0
ENSG00000021852	C8B		0.2	0.1			
ENSG00000022267	FHL1		9.0		5.0	103.0	169.0
ENSG00000022277	RTF2	27.0	34.0	26.0	20.0	19.0	21.0
ENSG00000022556	NLRP2	0.1					1.0
ENSG00000022567	SLC45A4	0.8	6.0	9.0	0.6	0.4	0.6
ENSG00000022840	RNF10	23.0	23.0	15.0	14.0	15.0	23.0
ENSG00000022976	ZNF839	2.0	2.0	1.0	3.0	0.8	2.0
ENSG00000023041	ZDHHC6	11.0	26.0	18.0	20.0	8.0	14.0
ENSG00000023171	GRAMD1B	7.0	10.0	8.0	2.0	3.0	4.0
ENSG00000023191	RNH1	15.0	18.0	25.0	22.0	55.0	17.0
ENSG00000023228	NDUFS1	14.0	17.0	13.0	9.0	7.0	10.0
ENSG00000023287	RB1CC1	5.0	8.0	10.0	40.0	6.0	15.0
ENSG00000023318	ERP44	23.0	19.0	13.0	14.0	14.0	17.0
ENSG00000023330	ALAS1	45.0	78.0	27.0	19.0	19.0	18.0
ENSG00000023445	BIRC3	24.0	0.4	0.2	2.0	0.6	0.3
ENSG00000023516	AKAP11	14.0	16.0	12.0	7.0	7.0	10.0
ENSG00000023572	GLRX2	5.0	7.0	6.0	9.0	5.0	9.0
ENSG00000023608	SNAPC1	5.0	3.0	2.0	7.0	10.0	67.0
ENSG00000023697	DERA	13.0	17.0	23.0	17.0	6.0	13.0
ENSG00000023734	STRAP	68.0	58.0	76.0	95.0	53.0	73.0
ENSG00000023839	ABCC2	0.3	0.8	0.7	0.4	0.1	0.4
ENSG00000023892	DEF6	32.0	48.0	46.0	0.2	0.5	0.3
ENSG00000023902	PLEKHO1	16.0	15.0	0.1	8.0	3.0	5.0
ENSG00000023909	GCLM	4.0	12.0	4.0	19.0	10.0	32.0
ENSG00000024048	UBR2	6.0	7.0	11.0	9.0	5.0	7.0
ENSG00000024422	EHD2	0.1	8.0	3.0	63.0	150.0	85.0
ENSG00000024526	DEPDC1	8.0	10.0	4.0	20.0	1.0	13.0
ENSG00000024862	CCDC28A	18.0	18.0	21.0	8.0	4.0	8.0
ENSG00000025039	RRAGD	5.0	12.0	10.0	0.8	0.1	1.0
ENSG00000025156	HSF2	7.0	10.0	13.0	8.0	3.0	7.0
ENSG00000025293	PHF20	8.0	7.0	8.0	9.0	6.0	7.0
ENSG00000025423	HSD17B6	0.6	2.0	0.4	0.5	0.2	12.0
ENSG00000025434	NR1H3	0.9	5.0	1.0	0.7	0.5	0.7
ENSG00000025708	TYMP	14.0	2.0	2.0	2.0	2.0	0.5
ENSG00000025770	NCAPH2	18.0	15.0	26.0	9.0	4.0	9.0
ENSG00000025772	TOMM34	32.0	24.0	22.0	26.0	13.0	38.0
ENSG00000025796	SEC63	13.0	26.0	30.0	14.0	19.0	17.0
ENSG00000025800	KPNA6	12.0	12.0	8.0	33.0	11.0	19.0
ENSG00000026025	VIM	79.0	61.0	35.0	465.0	782.0	456.0
ENSG00000026036	RTEL1-TNFRSF6B	0.5	0.5	0.4	0.9	0.5	0.6
ENSG00000026103	FAS	26.0	5.0	4.0	9.0	18.0	7.0
ENSG00000026297	RNASET2	12.0	18.0	12.0	1.0	3.0	1.0
ENSG00000026508	CD44	19.0	34.0	3.0	117.0	104.0	67.0
ENSG00000026559	KCNG1				0.4	1.0	4.0
ENSG00000026652	AGPAT4	1.0	0.3	0.1	3.0	0.8	4.0
ENSG00000026751	SLAMF7	51.0	0.2	0.1	1.0		26.0
ENSG00000026950	BTN3A1	9.0	7.0	7.0	6.0	2.0	4.0
ENSG00000027001	MIPEP	16.0	10.0	4.0	4.0	2.0	4.0
ENSG00000027075	PRKCH	17.0		0.1	0.3	0.1	2.0
ENSG00000027644	INSRR				0.2	0.1	
ENSG00000027697	IFNGR1	67.0	42.0	28.0	12.0	17.0	14.0
ENSG00000027847	B4GALT7	3.0	5.0	3.0	8.0	6.0	6.0
ENSG00000027869	SH2D2A	1.0	3.0	0.1	0.2	0.1	0.1
ENSG00000028116	VRK2	15.0	9.0	7.0	17.0	4.0	6.0
ENSG00000028137	TNFRSF1B	21.0	36.0	58.0	0.9	1.0	3.0
ENSG00000028203	VEZT	10.0	6.0	4.0	6.0	6.0	9.0
ENSG00000028277	POU2F2	12.0	1.0	3.0	0.2	0.1	2.0
ENSG00000028310	BRD9	7.0	6.0	10.0	5.0	3.0	6.0
ENSG00000028528	SNX1	15.0	17.0	17.0	14.0	8.0	11.0
ENSG00000028839	TBPL1	5.0	3.0	4.0	6.0	2.0	4.0
ENSG00000029153	ARNTL2	12.0	5.0	0.5	8.0	4.0	13.0
ENSG00000029363	BCLAF1	21.0	19.0	29.0	15.0	10.0	17.0
ENSG00000029364	SLC39A9	11.0	20.0	12.0	7.0	7.0	10.0
ENSG00000029534	ANK1	0.4			0.1	0.3	0.6
ENSG00000029559	IBSP				0.1		
ENSG00000029639	TFB1M	12.0	8.0	5.0	2.0	1.0	2.0
ENSG00000029725	RABEP1	26.0	14.0	17.0	19.0	9.0	16.0
ENSG00000029993	HMGB3	18.0	28.0	26.0	49.0	3.0	12.0
ENSG00000030066	NUP160	16.0	13.0	10.0	15.0	3.0	8.0
ENSG00000030110	BAK1	26.0	21.0	11.0	18.0	8.0	19.0
ENSG00000030304	MUSK					0.1	0.1
ENSG00000030419	IKZF2	38.0	0.2		0.8	0.2	0.3
ENSG00000030582	GRN	61.0	232.0	110.0	67.0	78.0	97.0
ENSG00000031003	FAM13B	6.0	9.0	9.0	18.0	6.0	13.0
ENSG00000031081	ARHGAP31	9.0	5.0	0.2	6.0	5.0	9.0
ENSG00000031691	CENPQ	6.0	18.0	18.0	13.0	2.0	7.0
ENSG00000031698	SARS	45.0	46.0	80.0	64.0	76.0	71.0
ENSG00000031823	RANBP3	11.0	14.0	10.0	8.0	5.0	6.0
ENSG00000032219	ARID4A	5.0	6.0	5.0	3.0	2.0	2.0
ENSG00000032389	EIPR1	9.0	7.0	4.0	3.0	3.0	3.0
ENSG00000032444	PNPLA6	13.0	4.0	7.0	7.0	11.0	6.0
ENSG00000032742	IFT88	1.0	3.0	2.0	0.7	1.0	3.0
ENSG00000033011	ALG1	4.0	4.0	4.0	6.0	5.0	6.0
ENSG00000033030	ZCCHC8	5.0	8.0	6.0	3.0	2.0	4.0
ENSG00000033050	ABCF2	26.0	22.0	21.0	17.0	15.0	27.0
ENSG00000033100	CHPF2	10.0	18.0	30.0	20.0	34.0	36.0
ENSG00000033122	LRRC7	0.1	0.7	0.8	0.2		0.2
ENSG00000033170	FUT8	15.0	5.0	2.0	4.0	4.0	12.0
ENSG00000033178	UBA6	9.0	6.0	5.0	13.0	5.0	11.0
ENSG00000033327	GAB2	4.0	6.0	10.0	3.0	3.0	5.0
ENSG00000033627	ATP6V0A1	8.0	6.0	5.0	3.0	6.0	3.0
ENSG00000033800	PIAS1	7.0	8.0	8.0	5.0	2.0	4.0
ENSG00000033867	SLC4A7	5.0	8.0	5.0	10.0	9.0	14.0
ENSG00000034053	APBA2			0.4			4.0
ENSG00000034152	MAP2K3	13.0	14.0	7.0	19.0	36.0	15.0
ENSG00000034510	TMSB10	1068.0	642.0	280.0	2329.0	1985.0	998.0
ENSG00000034533	ASTE1	2.0	3.0	3.0	2.0	1.0	2.0
ENSG00000034677	RNF19A	24.0	9.0	9.0	10.0	8.0	9.0
ENSG00000034693	PEX3	11.0	7.0	7.0	11.0	6.0	8.0
ENSG00000034713	GABARAPL2	45.0	22.0	16.0	20.0	19.0	19.0
ENSG00000034971	MYOC					0.2	
ENSG00000035115	SH3YL1	1.0	6.0	3.0	2.0	2.0	2.0
ENSG00000035141	FAM136A	32.0	32.0	24.0	36.0	5.0	17.0
ENSG00000035403	VCL	3.0	18.0	28.0	47.0	50.0	82.0
ENSG00000035499	DEPDC1B	15.0	11.0	14.0	9.0	0.3	5.0
ENSG00000035664	DAPK2	5.0	1.0	0.1	0.6	0.2	0.1
ENSG00000035681	NSMAF	12.0	18.0	32.0	13.0	7.0	12.0
ENSG00000035687	ADSS	21.0	27.0	26.0	12.0	11.0	15.0
ENSG00000035720	STAP1	5.0	10.0	0.7	0.2		
ENSG00000035862	TIMP2	0.2	10.0	15.0	88.0	179.0	103.0
ENSG00000035928	RFC1	15.0	17.0	18.0	15.0	5.0	13.0
ENSG00000036054	TBC1D23	6.0	10.0	10.0	15.0	5.0	20.0
ENSG00000036257	CUL3	8.0	4.0	8.0	6.0	4.0	8.0
ENSG00000036448	MYOM2	0.1		0.2	0.1	0.3	0.5
ENSG00000036530	CYP46A1		7.0	0.3	0.4	0.1	0.4
ENSG00000036549	AC118549.1	4.0	7.0	7.0	11.0	4.0	8.0
ENSG00000036672	USP2	0.2	2.0	1.0	0.3	0.2	1.0
ENSG00000036828	CASR	0.2					
ENSG00000037042	TUBG2	4.0	3.0	2.0	6.0	9.0	4.0
ENSG00000037241	RPL26L1	37.0	17.0	12.0	28.0	19.0	30.0
ENSG00000037280	FLT4						0.2
ENSG00000037474	NSUN2	35.0	22.0	29.0	19.0	12.0	20.0
ENSG00000037637	FBXO42	3.0	4.0	4.0	6.0	2.0	4.0
ENSG00000037749	MFAP3	3.0	7.0	4.0	12.0	5.0	8.0
ENSG00000037757	MRI1	13.0	5.0	5.0	19.0	7.0	5.0
ENSG00000037897	METTL1	4.0	7.0	5.0	5.0	4.0	5.0
ENSG00000037965	HOXC8		0.5		6.0	11.0	4.0
ENSG00000038002	AGA	10.0	11.0	23.0	8.0	8.0	13.0
ENSG00000038210	PI4K2B	13.0	14.0	8.0	13.0	3.0	8.0
ENSG00000038219	BOD1L1	8.0	11.0	13.0	8.0	3.0	8.0
ENSG00000038274	MAT2B	19.0	26.0	12.0	17.0	9.0	12.0
ENSG00000038295	TLL1				0.5		0.1
ENSG00000038358	EDC4	13.0	13.0	15.0	8.0	5.0	7.0
ENSG00000038382	TRIO	8.0			16.0	14.0	36.0
ENSG00000038427	VCAN	0.5		0.2	33.0	140.0	3.0
ENSG00000038532	CLEC16A	6.0	4.0	5.0	2.0	2.0	4.0
ENSG00000038945	MSR1				0.2		0.1
ENSG00000039068	CDH1	6.0	0.1	0.1	0.3	0.8	0.3
ENSG00000039123	MTREX	16.0	17.0	15.0	22.0	7.0	13.0
ENSG00000039139	DNAH5				0.1	0.1	0.8
ENSG00000039319	ZFYVE16	2.0	4.0	4.0	7.0	3.0	6.0
ENSG00000039523	RIPOR1	6.0	7.0	3.0	7.0	13.0	12.0
ENSG00000039560	RAI14	5.0		0.1	13.0	17.0	21.0
ENSG00000039650	PNKP	5.0	11.0	5.0	6.0	4.0	6.0
ENSG00000039987	BEST2				0.1		
ENSG00000040199	PHLPP2	1.0	0.8	0.7	2.0	2.0	2.0
ENSG00000040275	SPDL1	10.0	15.0	9.0	34.0	7.0	38.0
ENSG00000040341	STAU2	5.0	6.0	5.0	8.0	2.0	4.0
ENSG00000040487	PQLC2	3.0	15.0	14.0	14.0	4.0	8.0
ENSG00000040531	CTNS	3.0	4.0	3.0	9.0	5.0	7.0
ENSG00000040608	RTN4R		2.0		1.0		1.0
ENSG00000040633	PHF23	13.0	13.0	6.0	16.0	10.0	16.0
ENSG00000040731	CDH10				0.3	0.1	0.2
ENSG00000040933	INPP4A	7.0	8.0	6.0	6.0	2.0	4.0
ENSG00000041353	RAB27B		5.0		7.0	0.1	8.0
ENSG00000041357	PSMA4	36.0	28.0	23.0	40.0	10.0	21.0
ENSG00000041515	MYO16		0.1		0.1		
ENSG00000041802	LSG1	13.0	17.0	11.0	12.0	6.0	12.0
ENSG00000041880	PARP3	12.0	10.0	3.0	11.0	12.0	12.0
ENSG00000041982	TNC	0.1	0.1	0.2	84.0	81.0	166.0
ENSG00000041988	THAP3	3.0	1.0	2.0	4.0	2.0	1.0
ENSG00000042062	RIPOR3	0.1		0.1	0.2	0.1	0.2
ENSG00000042088	TDP1	10.0	9.0	7.0	6.0	1.0	5.0
ENSG00000042286	AIFM2	10.0	1.0	2.0	8.0	4.0	4.0
ENSG00000042317	SPATA7	0.4	0.7	0.4	2.0	0.6	0.7
ENSG00000042429	MED17	3.0	2.0	1.0	3.0	2.0	3.0
ENSG00000042445	RETSAT	13.0	12.0	10.0	34.0	20.0	11.0
ENSG00000042493	CAPG	11.0	116.0	90.0	85.0	64.0	2.0
ENSG00000042753	AP2S1	33.0	68.0	37.0	62.0	66.0	74.0
ENSG00000042832	TG			0.1		0.1	0.3
ENSG00000042980	ADAM28		0.8	2.0	0.1		0.2
ENSG00000043093	DCUN1D1	6.0	7.0	4.0	12.0	3.0	6.0
ENSG00000043143	JADE2	9.0	8.0	6.0	7.0	2.0	0.8
ENSG00000043355	ZIC2				0.1		1.0
ENSG00000043462	LCP2	15.0	30.0	20.0			0.8
ENSG00000043514	TRIT1	11.0	11.0	8.0	17.0	2.0	9.0
ENSG00000043591	ADRB1		4.0	3.0			0.2
ENSG00000044090	CUL7	11.0	11.0	8.0	12.0	12.0	14.0
ENSG00000044115	CTNNA1	23.0	15.0	8.0	65.0	50.0	47.0
ENSG00000044446	PHKA2	6.0	8.0	9.0	3.0	2.0	6.0
ENSG00000044459	CNTLN	0.2	6.0	2.0	1.0	0.7	3.0
ENSG00000044524	EPHA3	0.1			2.0		0.2
ENSG00000044574	HSPA5	335.0	144.0	135.0	265.0	313.0	363.0
ENSG00000046604	DSG2	14.0	0.1	0.1	12.0	0.2	18.0
ENSG00000046647	GEMIN8	10.0	5.0	7.0	3.0	5.0	5.0
ENSG00000046651	OFD1	9.0	8.0	9.0	5.0	3.0	5.0
ENSG00000046653	GPM6B	1.0	0.8	0.8	0.3	0.2	0.5
ENSG00000046774	MAGEC2		0.2		2.0	0.9	71.0
ENSG00000046889	PREX2				0.1		
ENSG00000047056	WDR37	5.0	8.0	6.0	3.0	3.0	5.0
ENSG00000047188	YTHDC2	7.0	6.0	4.0	5.0	3.0	5.0
ENSG00000047230	CTPS2	5.0		5.0	2.0	1.0	4.0
ENSG00000047249	ATP6V1H	6.0	5.0	8.0	13.0	9.0	11.0
ENSG00000047315	POLR2B	42.0	25.0	36.0	41.0	12.0	33.0
ENSG00000047346	FAM214A	3.0	2.0	1.0	6.0	2.0	3.0
ENSG00000047365	ARAP2	2.0	3.0	3.0	2.0		0.1
ENSG00000047410	TPR	29.0	21.0	33.0	12.0	8.0	19.0
ENSG00000047457	CP			0.1	0.1		0.1
ENSG00000047578	KIAA0556	2.0	2.0	2.0	2.0	2.0	3.0
ENSG00000047579	DTNBP1	7.0	8.0	6.0	7.0	2.0	4.0
ENSG00000047597	XK				0.8		0.4
ENSG00000047617	ANO2				0.6	0.1	2.0
ENSG00000047621	C12orf4	5.0	7.0	9.0	9.0	4.0	7.0
ENSG00000047634	SCML1	9.0	6.0	3.0	8.0	2.0	6.0
ENSG00000047644	WWC3	3.0	6.0	6.0	6.0	4.0	5.0
ENSG00000047648	ARHGAP6	0.1			0.1	0.2	
ENSG00000047662	FAM184B	0.1	0.1	0.2	0.1		0.1
ENSG00000047849	MAP4	20.0	14.0	8.0	34.0	36.0	52.0
ENSG00000047932	GOPC	14.0	24.0	23.0	19.0	17.0	67.0
ENSG00000047936	ROS1		0.3	0.1	0.5	0.3	42.0
ENSG00000048028	USP28	12.0	5.0	4.0	6.0	3.0	8.0
ENSG00000048052	HDAC9	0.6	1.0	2.0	2.0	0.7	4.0
ENSG00000048140	TSPAN17	5.0	4.0	3.0	16.0	9.0	15.0
ENSG00000048162	NOP16	16.0	12.0	7.0	10.0	4.0	8.0
ENSG00000048342	CC2D2A	0.3	2.0	0.1	2.0	2.0	2.0
ENSG00000048392	RRM2B	14.0	8.0	9.0	8.0	8.0	13.0
ENSG00000048405	ZNF800	4.0	7.0	8.0	5.0	2.0	6.0
ENSG00000048462	TNFRSF17	42.0			0.1		0.1
ENSG00000048471	SNX29	9.0	3.0	4.0	0.9	3.0	3.0
ENSG00000048540	LMO3	0.2			0.2		
ENSG00000048544	MRPS10	25.0	37.0	34.0	33.0	16.0	26.0
ENSG00000048649	RSF1	4.0	5.0	3.0	4.0	3.0	4.0
ENSG00000048707	VPS13D	3.0	4.0	4.0	7.0	3.0	6.0
ENSG00000048740	CELF2	24.0	32.0	16.0	0.4	0.1	1.0
ENSG00000048828	FAM120A	31.0	31.0	19.0	29.0	24.0	28.0
ENSG00000048991	R3HDM1	12.0	13.0	11.0	10.0	3.0	7.0
ENSG00000049089	COL9A2	10.0	4.0	1.0	1.0	0.1	0.2
ENSG00000049130	KITLG	0.1			5.0	11.0	10.0
ENSG00000049167	ERCC8	3.0	3.0	1.0	5.0	1.0	2.0
ENSG00000049192	ADAMTS6	2.0	0.2	0.1	4.0	3.0	7.0
ENSG00000049239	H6PD	6.0	17.0	26.0	4.0	13.0	16.0
ENSG00000049245	VAMP3	5.0	22.0	14.0	50.0	41.0	50.0
ENSG00000049246	PER3	0.1	0.3	0.6	15.0	1.0	4.0
ENSG00000049247	UTS2		2.0	3.0			
ENSG00000049249	TNFRSF9		0.2	0.1	2.0	0.1	2.0
ENSG00000049283	EPN3		0.2		0.1	0.3	0.2
ENSG00000049323	LTBP1	0.7	0.2		37.0	63.0	4.0
ENSG00000049449	RCN1	27.0	18.0	2.0	40.0	68.0	57.0
ENSG00000049540	ELN				0.1	291.0	0.1
ENSG00000049541	RFC2	42.0	47.0	30.0	18.0	3.0	16.0
ENSG00000049618	ARID1B	9.0	6.0	6.0	3.0	2.0	4.0
ENSG00000049656	CLPTM1L	13.0	17.0	18.0	18.0	15.0	19.0
ENSG00000049759	NEDD4L	2.0	2.0		5.0	0.4	7.0
ENSG00000049768	FOXP3	0.2	0.4	0.4	0.3	0.1	0.2
ENSG00000049769	PPP1R3F	0.4	1.0	0.6	2.0	1.0	0.8
ENSG00000049860	HEXB	10.0	47.0	29.0	38.0	20.0	42.0
ENSG00000049883	PTCD2	3.0	2.0	1.0	3.0	1.0	2.0
ENSG00000050030	NEXMIF	3.0					0.1
ENSG00000050130	JKAMP	8.0	9.0	5.0	10.0	13.0	20.0
ENSG00000050165	DKK3			0.1	35.0	89.0	3.0
ENSG00000050327	ARHGEF5	1.0	0.8		0.4	0.4	3.0
ENSG00000050344	NFE2L3	7.0	2.0	1.0	7.0	0.6	6.0
ENSG00000050393	MCUR1	6.0	9.0	6.0	13.0	3.0	7.0
ENSG00000050405	LIMA1	18.0	10.0	2.0	70.0	79.0	90.0
ENSG00000050426	LETMD1	14.0	15.0	11.0	7.0	4.0	6.0
ENSG00000050438	SLC4A8	1.0	0.2	0.2	2.0	0.4	1.0
ENSG00000050555	LAMC3				0.1		1.0
ENSG00000050628	PTGER3		2.0		3.0		0.1
ENSG00000050730	TNIP3	0.2			0.6		
ENSG00000050748	MAPK9	6.0	9.0	7.0	10.0	4.0	5.0
ENSG00000050767	COL23A1		0.1	8.0			0.6
ENSG00000050820	BCAR1	2.0			9.0	10.0	12.0
ENSG00000051009	FAM160A2	7.0	9.0	11.0	9.0	5.0	3.0
ENSG00000051108	HERPUD1	15.0	17.0	20.0	22.0	26.0	16.0
ENSG00000051128	HOMER3	0.2	37.0	42.0	11.0	9.0	13.0
ENSG00000051180	RAD51	11.0	20.0	17.0	8.0	1.0	5.0
ENSG00000051341	POLQ	7.0	7.0	17.0	5.0	0.5	3.0
ENSG00000051382	PIK3CB	4.0	14.0	13.0	5.0	2.0	5.0
ENSG00000051523	CYBA	32.0	62.0	51.0	2.0	11.0	0.1
ENSG00000051596	THOC3	7.0	14.0	6.0	11.0	1.0	5.0
ENSG00000051620	HEBP2	0.9	8.0	10.0	2.0	5.0	2.0
ENSG00000051825	MPHOSPH9	5.0	7.0	6.0	3.0	1.0	4.0
ENSG00000052126	PLEKHA5		2.0	0.1	9.0	0.5	3.0
ENSG00000052344	PRSS8	0.3	0.8	0.2	0.1		0.1
ENSG00000052723	SIKE1	7.0	18.0	10.0	15.0	5.0	8.0
ENSG00000052749	RRP12	6.0	8.0	5.0	6.0	3.0	6.0
ENSG00000052795	FNIP2	0.1	2.0	4.0	3.0	5.0	6.0
ENSG00000052802	MSMO1	27.0	12.0	7.0	81.0	12.0	101.0
ENSG00000052841	TTC17	7.0	13.0	18.0	11.0	6.0	8.0
ENSG00000052850	ALX4		0.1		0.9		1.0
ENSG00000053108	FSTL4				1.0		0.1
ENSG00000053254	FOXN3	10.0	10.0	11.0	14.0	2.0	7.0
ENSG00000053371	AKR7A2	15.0	39.0	27.0	41.0	13.0	11.0
ENSG00000053372	MRTO4	26.0	22.0	17.0	36.0	7.0	16.0
ENSG00000053438	NNAT	0.6	0.9	0.9	1.0	0.7	0.6
ENSG00000053501	USE1	4.0	10.0	12.0	4.0	4.0	3.0
ENSG00000053524	MCF2L2		0.2		0.2		
ENSG00000053702	NRIP2	0.9	2.0	3.0	1.0	0.4	0.6
ENSG00000053747	LAMA3	0.2			2.0	0.9	3.0
ENSG00000053770	AP5M1	5.0	6.0	4.0	2.0	2.0	4.0
ENSG00000053900	ANAPC4	7.0	7.0	8.0	6.0	2.0	5.0
ENSG00000053918	KCNQ1	1.0	10.0		0.8		
ENSG00000054116	TRAPPC3	13.0	14.0	10.0	21.0	12.0	18.0
ENSG00000054118	THRAP3	66.0	47.0	42.0	52.0	21.0	40.0
ENSG00000054148	PHPT1	28.0	27.0	20.0	29.0	32.0	17.0
ENSG00000054179	ENTPD2	8.0					
ENSG00000054219	LY75	8.0	5.0	3.0			
ENSG00000054267	ARID4B	5.0	5.0	6.0	5.0	3.0	4.0
ENSG00000054277	OPN3	0.6	4.0	4.0	0.5	0.4	3.0
ENSG00000054282	SDCCAG8	3.0	5.0	4.0	3.0	4.0	3.0
ENSG00000054356	PTPRN				0.2	0.1	3.0
ENSG00000054392	HHAT	0.5	1.0	0.2	2.0	0.4	5.0
ENSG00000054523	KIF1B	4.0	4.0	3.0	9.0	4.0	9.0
ENSG00000054598	FOXC1	0.1	4.0		5.0	5.0	2.0
ENSG00000054611	TBC1D22A	10.0	6.0	6.0	4.0	4.0	6.0
ENSG00000054654	SYNE2	5.0	0.1	0.1	3.0	0.2	2.0
ENSG00000054690	PLEKHH1	0.1	0.8	0.1	0.1		1.0
ENSG00000054793	ATP9A	0.1	0.1		7.0	11.0	10.0
ENSG00000054938	CHRDL2				0.1		
ENSG00000054965	FAM168A	10.0	10.0	5.0	35.0	8.0	12.0
ENSG00000054967	RELT	8.0	8.0	7.0	10.0	1.0	2.0
ENSG00000054983	GALC	3.0	12.0	12.0	8.0	3.0	4.0
ENSG00000055044	NOP58	54.0	40.0	37.0	25.0	8.0	24.0
ENSG00000055070	SZRD1	54.0	29.0	30.0	44.0	21.0	38.0
ENSG00000055118	KCNH2		0.1				0.1
ENSG00000055130	CUL1	29.0	25.0	29.0	24.0	13.0	41.0
ENSG00000055147	FAM114A2	7.0	5.0	3.0	5.0	4.0	5.0
ENSG00000055163	CYFIP2	28.0	12.0	5.0	0.8	0.1	4.0
ENSG00000055208	TAB2	14.0	17.0	17.0	18.0	10.0	25.0
ENSG00000055211	GINM1	30.0	10.0	13.0	33.0	41.0	27.0
ENSG00000055332	EIF2AK2	14.0	12.0	6.0	13.0	5.0	7.0
ENSG00000055483	USP36	7.0	9.0	6.0	7.0	3.0	7.0
ENSG00000055609	KMT2C	5.0	6.0	8.0	5.0	3.0	7.0
ENSG00000055732	MCOLN3	0.3			6.0		0.8
ENSG00000055813	CCDC85A				1.0	1.0	0.1
ENSG00000055917	PUM2	25.0	33.0	35.0	21.0	8.0	18.0
ENSG00000055950	MRPL43	8.0	8.0	5.0	10.0	7.0	7.0
ENSG00000055955	ITIH4	0.1	0.2	0.3		0.1	0.2
ENSG00000055957	ITIH1	0.1					0.1
ENSG00000056050	HPF1	19.0	10.0	20.0	33.0	7.0	17.0
ENSG00000056097	ZFR	20.0	27.0	43.0	26.0	18.0	21.0
ENSG00000056277	ZNF280C	3.0	3.0	2.0	2.0	0.7	2.0
ENSG00000056291	NPFFR2	0.1					0.1
ENSG00000056487	PHF21B						1.0
ENSG00000056558	TRAF1	35.0	1.0	0.8	0.4	0.8	0.2
ENSG00000056586	RC3H2	4.0	6.0	4.0	12.0	5.0	9.0
ENSG00000056736	IL17RB	1.0	1.0	0.8	2.0	0.5	0.6
ENSG00000056972	TRAF3IP2	8.0	2.0	4.0	3.0	2.0	4.0
ENSG00000056998	GYG2				2.0	0.2	3.0
ENSG00000057019	DCBLD2	2.0	0.9	0.6	31.0	20.0	124.0
ENSG00000057252	SOAT1	9.0	8.0	5.0	12.0	6.0	14.0
ENSG00000057294	PKP2	3.0			0.1		0.2
ENSG00000057468	MSH4	0.1	0.3	0.1	0.6	0.1	0.2
ENSG00000057608	GDI2	81.0	63.0	36.0	64.0	41.0	65.0
ENSG00000057657	PRDM1	2.0	1.0	0.5	1.0	0.3	1.0
ENSG00000057663	ATG5	7.0	11.0	10.0	13.0	6.0	17.0
ENSG00000057704	TMCC3	10.0			0.1		0.1
ENSG00000057757	PITHD1	29.0	24.0	31.0	52.0	11.0	22.0
ENSG00000057935	MTA3	5.0	4.0	0.3	2.0	2.0	3.0
ENSG00000058056	USP13	6.0	5.0	6.0	12.0	2.0	3.0
ENSG00000058063	ATP11B	12.0		14.0	23.0	11.0	10.0
ENSG00000058085	LAMC2	0.2	0.1	0.3	0.6	4.0	2.0
ENSG00000058091	CDK14	8.0	0.1	2.0	11.0	4.0	8.0
ENSG00000058262	SEC61A1	63.0	95.0	77.0	140.0	146.0	145.0
ENSG00000058272	PPP1R12A	9.0	11.0	8.0	9.0	10.0	17.0
ENSG00000058335	RASGRF1	0.3	0.2				0.3
ENSG00000058404	CAMK2B		0.2		0.1		0.1
ENSG00000058453	CROCC	0.6	2.0	0.5	4.0	2.0	2.0
ENSG00000058600	POLR3E	8.0	8.0	7.0	2.0	2.0	3.0
ENSG00000058668	ATP2B4	3.0	28.0	23.0	22.0	72.0	58.0
ENSG00000058673	ZC3H11A	23.0	26.0	31.0	20.0	12.0	21.0
ENSG00000058729	RIOK2	8.0	8.0	4.0	12.0	4.0	5.0
ENSG00000058799	YIPF1	8.0	7.0	6.0	21.0	6.0	13.0
ENSG00000058804	NDC1	18.0	26.0	16.0	20.0	2.0	11.0
ENSG00000058866	DGKG		3.0	4.0	2.0		1.0
ENSG00000059122	FLYWCH1	5.0	8.0	5.0	9.0	5.0	5.0
ENSG00000059145	UNKL	3.0	1.0	2.0	3.0	2.0	4.0
ENSG00000059377	TBXAS1	0.2	28.0	12.0	0.4	0.2	0.9
ENSG00000059378	PARP12	5.0	12.0	5.0	3.0	0.9	3.0
ENSG00000059573	ALDH18A1	54.0	43.0	16.0	53.0	33.0	27.0
ENSG00000059588	TARBP1	13.0	14.0	18.0	4.0	2.0	6.0
ENSG00000059691	GATB	3.0	1.0	2.0	1.0	0.9	2.0
ENSG00000059728	MXD1	2.0	7.0	5.0	6.0	1.0	2.0
ENSG00000059758	CDK17	6.0	4.0	2.0	6.0	3.0	8.0
ENSG00000059769	DNAJC25	3.0	5.0	4.0	11.0	5.0	9.0
ENSG00000059804	SLC2A3	7.0	17.0	11.0	7.0	11.0	8.0
ENSG00000059915	PSD	0.7	0.4	0.4	0.3	0.2	0.3
ENSG00000060069	CTDP1	5.0	3.0	7.0	2.0	2.0	4.0
ENSG00000060138	YBX3	15.0	0.1	0.1	17.0	7.0	14.0
ENSG00000060140	STYK1		0.1		2.0	0.4	0.8
ENSG00000060237	WNK1	25.0	22.0	23.0	27.0	11.0	15.0
ENSG00000060339	CCAR1	27.0	25.0	24.0	17.0	10.0	23.0
